0.7236047	1.197963	-0.064184286	-0.21843512	-1.6052287	0.5606134	0.557621	-0.19368206	-1.1528587	-0.045632593	0.7660921	0.0852779	-0.73946726	0.4477416	0.23196787	0.18284437	-0.73774236	-0.3572539	-0.3368037	-0.40589532	-0.58842725	-0.5353483	-0.6236617	-0.12945588	-0.41698554	0.93904054	0.071158744	-0.73013836	-0.07609631	0.6685409	0.09367471	0.09220866	-0.31239152	0.939217	1.7593352	0.30290583	-0.9255956	0.30496085	-0.71338075	0.15613692	-1.7645843	-0.12393811	-1.2410564	1.0696304	0.56926847	-0.34581476	1.0154386	0.5688403	-0.29725015	-0.15400913	0.9133802	-0.90144265	1.1519585	-1.2643645	1.5847356	0.15958737	1.1663319	-1.1488757	0.93666327	0.12081593	-1.1350684	-0.14470704	-0.002278098
1.2715675	0.7050083	0.14476183	-0.420672	-1.5624489	0.46385568	0.012549575	-1.2582786	-1.3916945	-0.48289445	-0.39637154	0.47384435	0.19362396	0.07115593	-0.6920735	0.75829345	0.19364275	-0.64594704	-1.1636945	0.013005141	-0.7014448	-0.26611653	0.3879436	-0.18358219	0.10708524	0.73931533	-0.08433942	-0.7703584	0.3117127	0.97572285	-0.30106091	-0.38544548	-0.5071316	-0.5927544	1.1450506	-0.10500474	-1.1190038	0.888818	-0.46404597	-0.116272956	-1.0211037	0.0020921773	-0.5255873	0.2792679	0.75728303	-0.82643205	1.2873679	-0.16721566	-0.054946117	-0.9262185	0.13363041	-1.1911445	1.2367742	-1.3221318	1.4710425	0.14011219	0.85071033	0.37028047	0.6217952	1.0740697	-0.8152443	0.092217825	0.6481413
1.1047485	0.9490609	0.2743814	-0.9457158	-0.89487064	-0.32745174	0.40784532	-1.4057502	-1.3329228	0.09140365	1.1706991	0.77239776	-0.19440758	0.45324975	-0.30963677	0.10171667	-0.59486604	-0.38062954	-0.14951521	0.7120212	-0.9742954	-0.0074393745	-0.13224311	-0.1696309	-0.25318605	0.96583366	0.10703567	-0.7162497	-0.31848493	0.29822674	-0.4441822	-1.0581418	-0.16825253	0.009603062	1.4106666	-0.52259314	-1.6067866	0.5848541	-0.20902921	-0.16170956	-1.4901669	0.14568579	0.48275933	1.1098388	-0.1832178	-0.53021586	2.1428094	0.51023	0.67630434	-0.08148579	0.21732672	-1.1361331	1.0629927	-1.3229324	1.5977925	-0.34148917	1.46628	-0.68795985	-0.27346894	0.18607797	-1.4621421	1.3660328	0.2830224
-0.33693486	-0.87213534	0.3262808	-0.47259834	0.76494586	1.359765	0.005799515	-0.17811029	-0.4520385	-1.0966303	-1.9188552	0.20414267	-0.30361792	0.79184175	-0.26385358	-1.1338041	0.42922142	-0.03612818	0.66383165	-0.16697052	0.93952763	-0.42600542	0.08912032	-0.08887789	-0.44941625	0.21564628	-1.1280888	-0.42509487	0.3098081	-1.1411031	0.39165142	-0.18403324	-0.87044436	0.4934969	1.3481805	-0.4490712	0.34131426	-0.5133456	1.5404171	0.15190114	-1.7315261	0.32555217	0.5513266	0.53923994	0.061903212	0.6338903	1.0658662	-0.18697004	-0.49714696	0.6803903	-0.3435953	1.1366935	0.5904444	-2.1313896	-0.6264334	0.6484706	-0.00064888026	-0.020183448	-1.3904493	0.021238908	-0.79848546	0.68212736	-1.21989
1.2977084	1.1582929	0.24508837	-0.57515097	-0.6966995	0.47948954	0.23035175	-1.035978	-1.3798574	-1.1712954	0.11146354	-0.2574246	0.30260694	0.040596846	-0.44419006	0.164511	0.16358748	0.21377847	-0.3862246	-0.05350302	-0.4762672	-0.34044072	0.43840852	0.34518275	0.8574589	1.5940714	0.7228107	-0.9865674	-0.9815545	0.78707564	0.18702021	-0.36114466	-0.5134542	0.74577093	1.3079962	0.5145616	-1.1481718	1.2075025	0.70791787	-0.32616273	-0.9736071	0.40557903	-0.74748445	1.0478395	0.5520894	-0.52350336	0.6960179	0.430305	-1.2643129	-0.17837057	-0.04598004	-0.652279	1.0804276	-1.2403457	1.3695374	-0.43133345	1.5303524	-0.48368907	-0.15954079	0.24489723	-1.4736178	0.31875542	0.6064201
0.9399036	0.5958296	0.50621915	0.005085769	-1.3565518	0.15333669	0.23195614	-0.94712114	-1.5182624	-0.8001891	-0.43413427	0.03068973	0.05640197	0.6331641	0.08508543	0.7982574	-0.18865629	-0.28689176	-0.5657148	-0.53710926	-0.32882756	-0.45307422	-1.0433741	0.10401455	-0.41621256	1.3271385	-0.18728735	-1.150967	-0.047503177	-0.28228566	-0.6046555	-0.115178585	-0.9517184	0.24712189	1.3878275	0.0014455832	-1.5443846	0.54397297	-0.55032676	0.22668539	-0.7962836	-0.18514152	-0.6316859	0.4795269	-0.3716728	-0.73787504	1.970721	-0.4007235	0.3182756	-0.78735393	0.216936	-1.1708597	0.89025366	-1.2485759	1.4689591	-0.22132923	1.10329	0.19258703	0.7145911	1.2497551	-0.9839522	0.9686036	0.56729823
-0.37037537	-0.7221751	0.12070251	-1.0999849	0.5581929	-0.97856545	-1.166426	1.898241	-1.3415525	0.6579909	0.3115737	0.46516812	-0.78215384	0.088109806	0.6832634	-0.0375053	0.021065718	0.36467692	-0.31272626	-0.26208216	0.005166349	0.6098826	0.5927386	0.4468606	-0.46539876	0.19947235	0.361424	-0.39479515	-0.68904	-0.90458083	-0.79517305	0.50926787	-0.9034937	-1.1574905	0.99243164	-0.27099273	0.12025211	-0.87330264	-1.8696619	-1.9623564	-0.3948961	-0.9522546	-0.48604208	0.4763921	0.30166426	-0.71086335	-0.6146758	0.15692656	-0.6850305	0.730874	0.22890727	0.7577295	-0.42213386	-1.5511099	-0.20103708	-0.13618477	0.955758	-0.01988233	-0.24113423	-0.6210337	-0.8417398	1.0459323	-0.03946211
0.3173739	0.58299905	0.5487699	-0.31382176	-0.4476101	0.55995995	-0.5973899	-0.8290261	-1.4343004	1.0044391	0.61907184	-0.7584592	-0.0042684376	-0.9688564	-0.56520885	0.7351037	0.77697474	-0.28311035	-0.24437888	0.57161915	-0.78953135	-0.8663878	-0.051719267	0.3244339	0.61005956	1.5611178	0.63322276	-0.833336	0.32474878	0.50259846	0.25817472	0.2289903	1.0804492	0.20439856	0.5676939	0.01833385	1.1986176	0.99105793	-0.90708405	-0.3287241	-0.59621906	-1.7572702	0.64290863	0.71411467	-0.07696241	-1.1603688	1.1169841	0.41149488	-0.4794137	-1.669134	0.051829223	-0.7164617	0.37852693	-1.0635396	-0.27419877	-0.03967213	-0.28387183	-0.39675295	-0.02106161	0.7861412	-1.5393171	-0.15519503	0.5041673
0.511048	0.48249063	-0.81283665	-0.68488604	0.005980721	1.0031195	-0.21962929	-0.6562609	-1.4084364	-0.8002283	0.3483756	-0.4904112	-0.12511133	-1.0301495	-0.65288615	0.70061266	0.3229087	-0.36400872	0.23147985	-0.87154293	-0.31119433	-1.2323519	0.4943074	0.19998097	-0.786296	1.3581496	-1.0522491	-1.3617396	-0.33383968	0.82114047	0.6590965	-0.3439742	1.1073569	0.2043441	1.5964133	-0.20232147	1.0699179	0.5971464	-0.26156232	1.1280404	-0.3200338	-1.6579057	-0.807417	0.15022475	-0.37618577	-1.4253615	0.14485443	-0.074280374	0.3174598	-1.0073009	0.8562753	-1.357911	0.704833	-0.9481496	0.06752269	0.8021258	-0.11737957	-0.40494275	0.033423215	-0.26815638	-1.2614206	-0.10255078	0.7546033
-0.35391706	-0.7479417	2.0844793	-0.8817768	0.4139397	0.22584133	1.4357911	0.022738578	-1.861298	1.3667128	0.17418437	1.1027757	0.56835407	1.0711796	0.4528388	-0.4117958	-0.804992	1.0976726	-1.1901842	-0.4572371	-0.6300205	1.4507229	-0.05000579	-1.3753291	0.95960706	0.11779534	0.28859168	-0.25930485	0.59968007	-0.8503662	-1.0094794	0.34161615	-0.39838734	0.36894983	0.56872725	-0.84997696	-0.77835023	-0.33938524	1.3231344	0.8400925	-0.9817733	-0.72613055	-0.70409393	-0.98417807	0.026790014	0.26081806	-1.4894313	-0.32187077	-1.1843851	-0.10597307	-1.0148159	-0.102245204	0.21485993	-1.4612496	-0.54195356	0.07861721	0.4162281	-0.59263337	-0.7990516	-0.12908667	0.40114284	-0.41598225	0.27823326
